2455260.88278  18.437   0.030
2455262.85132  18.428   0.076
2455265.86822  18.353   0.026
2455266.81459  18.387   0.028
2455267.84179  18.386   0.026
2455268.84425  18.376   0.024
2455269.80792  18.380   0.024
2455270.81361  18.379   0.025
2455271.80909  18.325   0.024
2455272.81427  18.424   0.029
2455273.79926  18.395   0.025
2455274.81777  18.380   0.027
2455275.80410  18.432   0.034
2455276.78228  18.415   0.028
2455276.90975  18.383   0.026
2455277.83777  18.385   0.034
2455278.81439  18.440   0.031
2455279.81564  18.408   0.032
2455280.82226  18.333   0.023
2455281.80217  18.370   0.022
2455282.82489  18.416   0.027
2455283.78498  18.421   0.031
2455283.87633  18.349   0.024
2455284.79061  18.411   0.032
2455285.78143  18.362   0.035
2455285.91143  18.407   0.027
2455286.79706  18.353   0.040
2455287.85024  18.347   0.024
2455288.77560  18.350   0.033
2455289.82748  18.456   0.034
2455293.85540  18.379   0.026
2455294.79878  18.382   0.019
2455295.80168  18.315   0.022
2455296.84125  18.340   0.019
2455297.87602  18.315   0.018
2455298.91640  18.361   0.021
2455299.90148  18.464   0.021
2455301.82717  18.399   0.025
2455306.78722  18.373   0.021
2455307.81239  18.334   0.021
2455308.80253  18.385   0.022
2455309.85594  18.363   0.020
2455311.92506  18.341   0.026
2455312.91449  18.377   0.026
2455314.67433  18.436   0.048
2455314.88895  18.396   0.030
2455315.81507  18.383   0.031
2455316.77315  18.398   0.047
2455319.91463  18.360   0.055
2455320.80872  18.396   0.031
2455321.75557  18.409   0.027
2455322.92417  18.352   0.026
2455323.86845  18.341   0.025
2455324.79863  18.400   0.029
2455325.71473  18.422   0.026
2455325.91567  18.361   0.030
2455326.84065  18.353   0.024
2455327.78832  18.404   0.025
2455328.68756  18.341   0.022
2455328.91105  18.406   0.029
2455334.84050  18.382   0.026
2455335.81506  18.369   0.023
2455336.90158  18.401   0.031
2455337.90202  18.355   0.034
2455339.66081  18.372   0.038
2455339.93618  18.440   0.039
2455340.87805  18.364   0.034
2455341.80888  18.369   0.026
2455342.63683  18.400   0.055
2455342.83267  18.463   0.037
2455343.66645  18.338   0.036
2455343.85981  18.376   0.038
2455343.87254  18.379   0.035
2455348.80710  18.427   0.031
2455349.68743  18.423   0.030
2455350.69540  18.367   0.040
2455351.82050  18.400   0.035
2455352.83565  18.315   0.028
2455353.78391  18.354   0.023
2455354.75984  18.435   0.031
2455355.68999  18.393   0.025
2455357.68777  18.387   0.027
2455358.87049  18.360   0.030
2455359.69202  18.364   0.026
2455361.63886  18.383   0.039
2455362.88489  18.458   0.042
2455365.54537  18.386   0.039
2455365.88293  18.425   0.036
2455369.84012  18.397   0.046
2455376.80427  18.453   0.042
2455377.73678  18.382   0.028
2455378.61122  18.388   0.022
2455379.77245  18.376   0.025
2455380.62998  18.384   0.021
2455380.85479  18.383   0.046
2455381.72981  18.458   0.039
2455382.60514  18.403   0.038
2455382.81245  18.405   0.042
2455386.51857  18.375   0.032
2455386.60064  18.348   0.026
2455389.65661  18.428   0.025
2455390.60255  18.382   0.026
2455391.50792  18.365   0.032
2455391.83740  18.321   0.030
2455392.77727  18.346   0.024
2455393.75341  18.397   0.035
2455396.66720  18.342   0.027
2455397.70540  18.423   0.036
2455403.48547  18.372   0.031
2455403.67807  18.457   0.036
2455404.54911  18.357   0.028
2455404.74797  18.406   0.034
2455405.76172  18.356   0.033
2455407.61785  18.323   0.034
2455408.53643  18.458   0.040
2455408.73847  18.446   0.045
2455409.74054  18.409   0.027
2455410.74421  18.388   0.031
2455411.75772  18.275   0.028
2455412.67767  18.364   0.027
2455413.74960  18.351   0.028
2455414.77264  18.293   0.025
2455418.65277  18.393   0.024
2455421.67263  18.399   0.026
2455423.48931  18.397   0.022
2455426.51829  18.411   0.042
2455430.58851  18.421   0.034
2455431.58351  18.379   0.027
2455432.52944  18.385   0.049
2455434.55448  18.409   0.030
2455435.52143  18.372   0.028
2455436.54648  18.379   0.034
2455438.57912  18.338   0.029
2455439.62077  18.346   0.031
2455443.63490  18.412   0.029
2455444.66060  18.345   0.031
2455446.54955  18.375   0.027
2455447.55981  18.439   0.029
2455449.49276  18.397   0.032
2455450.57114  18.357   0.031
2455457.60420  18.389   0.037
2455459.49388  18.471   0.035
2455460.51443  18.369   0.032
2455461.54129  18.362   0.072
2455462.59574  18.391   0.029
2455465.55454  18.423   0.045
2455467.57281  18.376   0.024
2455469.53616  18.376   0.022
2455470.55293  18.382   0.027
2455471.55924  18.377   0.027
2455472.51364  18.374   0.032
2455472.59565  18.361   0.030
2455473.55882  18.388   0.030
2455476.54721  18.364   0.034
