7186.237186 16.067730 0.020696
7186.860934 16.023056 0.019862
7187.107052 15.987098 0.019725
7187.505598 15.959894 0.018740
7187.768894 15.929317 0.018219
7188.823707 15.744857 0.015236
7189.195290 15.713613 0.014804
7190.009946 15.554320 0.012898
7190.310814 15.534639 0.013339
7190.834827 15.431422 0.012129
7191.175741 15.387769 0.012337
7191.818990 15.248126 0.010934
7192.552762 15.074639 0.009466
7192.604637 15.059917 0.009483
7192.648076 15.061800 0.009572
7192.736186 15.040758 0.009317
7192.799807 15.011704 0.008933
7192.827425 15.014547 0.009165
7192.910391 14.975542 0.008841
7192.973771 14.960708 0.008787
7193.681986 14.754505 0.007541
7193.689774 14.738935 0.007541
7193.805761 14.710966 0.007297
7193.819804 14.693367 0.007231
7193.911020 14.662560 0.007079
7193.951255 14.633189 0.007037
7194.025382 14.624089 0.006929
7194.109852 14.579097 0.006695
7194.207703 14.543382 0.006523
7194.256476 14.555505 0.006505
7194.332432 14.526863 0.006380
7194.381510 14.499519 0.006265
7194.635536 14.417336 0.005848
7194.675730 14.373877 0.005811
7194.746759 14.337622 0.005657
7194.851611 14.229484 0.005155
7194.930747 14.276123 0.005381
7194.976839 14.245504 0.005231
7195.071810 14.229518 0.005189
7195.115439 14.207935 0.005153
7195.146970 14.175077 0.005031
7195.219832 14.133890 0.004967
7195.296640 14.119455 0.004962
7195.669851 14.031452 0.004604
7195.751543 14.001876 0.004508
7195.800797 13.992031 0.004521
7195.877387 13.970665 0.004433
7195.914793 13.962704 0.004427
7195.975678 13.957106 0.004431
7196.026354 13.952371 0.004437
7196.264733 13.933302 0.004309
7196.324398 13.932226 0.004356
7196.419582 13.946358 0.004465
7196.470448 13.952267 0.004411
7196.542764 13.977936 0.004409
7196.563599 13.984746 0.004410
7196.636967 13.995474 0.004481
7196.707311 14.005104 0.004549
7196.824784 14.034207 0.004616
7196.873247 14.049199 0.004709
7196.948984 14.076507 0.004711
7196.991905 14.078000 0.004806
7197.064819 14.099635 0.004873
7197.095710 14.121284 0.004971
7197.178643 14.155578 0.005067
7197.630472 14.308827 0.005582
7197.706571 14.344792 0.005732
7197.787124 14.378389 0.005874
7197.866729 14.406694 0.005910
7197.913159 14.415735 0.006079
7197.964080 14.450565 0.006071
7198.014288 14.452425 0.006206
7198.090804 14.461815 0.006218
7198.284885 14.543067 0.006341
7198.379703 14.607785 0.006683
7198.428407 14.594454 0.006649
7198.501422 14.621524 0.006816
7198.558061 14.620702 0.006860
7198.593000 14.659652 0.007060
7198.652125 14.647651 0.007032
7199.418494 14.924644 0.008436
7199.584290 14.973468 0.008691
7199.699226 14.998284 0.008823
7199.871614 15.025783 0.009190
7200.052111 15.055221 0.009442
7200.682174 15.239380 0.010675
7200.819955 15.252267 0.010803
7201.025037 15.313873 0.010885
7201.551337 15.404642 0.012232
7201.672384 15.441046 0.012340
7201.815753 15.455331 0.012399
7202.022437 15.459088 0.012756
7202.514813 15.582886 0.013945
7202.606635 15.525152 0.013223
7202.787678 15.610300 0.014302
7202.987658 15.653325 0.014505
7203.712626 15.710446 0.015816
7203.904123 15.762273 0.015621
7204.089741 15.787163 0.016549
7204.355509 15.843330 0.017428
7204.465527 15.831773 0.017096
7205.207352 15.934165 0.018301
7205.353804 15.938221 0.018369
7205.489154 15.991528 0.019294
7206.073446 16.051550 0.019849
7206.232339 16.070848 0.020940
7206.344256 16.110503 0.020766
7206.823806 16.127786 0.021486
7206.981226 16.124887 0.021236
7207.089050 16.146727 0.021470
7207.398546 16.180334 0.022145
7207.602790 16.217955 0.023137
7207.761683 16.214595 0.022855
7207.872924 16.185017 0.022649
7208.048878 16.214385 0.022641
7208.877597 16.340041 0.024713
7209.031291 16.394828 0.025992
7209.147361 16.357360 0.026546
7209.323394 16.351874 0.026412
7209.514507 16.394086 0.025727
7209.662501 16.388657 0.026337
7209.789340 16.469896 0.028914
7210.283846 16.481631 0.029228
7210.913385 16.492139 0.028700
7211.055309 16.527082 0.030478
7211.179097 16.550255 0.030564
7211.368001 16.578029 0.030770
7211.701608 16.555122 0.030127
7211.837827 16.588039 0.030463
7211.964824 16.581846 0.030290
7212.168757 16.599337 0.031679
7212.627163 16.683506 0.033586
7212.746525 16.618025 0.033445
7212.897773 16.668432 0.033442
7213.102776 16.689010 0.033108
7213.776613 16.669707 0.035075
7214.795242 16.659867 0.033495
7215.674228 16.792459 0.037488
7216.283106 16.819938 0.038816
7217.325552 16.859085 0.038722
7217.915461 16.816648 0.039428
7220.433251 17.231795 0.054581
7220.913140 17.205364 0.055357
7221.627375 17.185185 0.054851
7222.009340 17.265489 0.056853
7222.439498 17.402377 0.065745
7222.701884 17.422601 0.067619
7222.927161 17.175997 0.049814
